,Customer ID,Gender,Age,Married,Number of Dependents,Tenure in Months,Phone Service,Internet Service,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Revenue,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Customer Status,Churn Category
1587,2314-TNDJQ,Female,28,Yes,Yes,72,No,Yes,Yes,Yes,Two Year,No,Credit Card,55.65,3880.05,No,Yes,Yes,Yes,Yes,No,Yes,0,0
1588,2316-ESMLS,Female,54,Yes,No,12,No,Yes,No,Yes,One Year,No,Credit Card,33.15,444.75,No,Yes,No,No,Yes,No,No,0,0
1589,2320-JRSDE,Female,33,Yes,Yes,1,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,19.9,27.39,No,No,No,No,No,No,No,1,3
1590,2320-SLKMB,Female,46,No,No,26,No,Yes,No,Yes,Month-to-Month,Yes,Credit Card,44.45,1183.8,No,No,No,Yes,Yes,Yes,No,0,0
1591,2320-TZRRH,Female,38,No,No,20,Yes,No,No,No,One Year,No,Credit Card,19.5,1177.95,No,No,No,No,No,No,No,0,0
1592,2320-YKQBO,Female,51,No,No,7,Yes,No,No,No,Month-to-Month,No,Credit Card,19.3,196.19,No,No,No,No,No,No,No,0,0
1593,2321-OMBXY,Female,55,Yes,No,38,Yes,Yes,Yes,Yes,One Year,No,Credit Card,80.3,4659.97,No,Yes,Yes,No,Yes,Yes,Yes,1,5
1594,2322-VCZHZ,Male,70,Yes,No,23,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,90.0,2749.29,No,Yes,Yes,No,No,No,Yes,0,0
1595,2323-ARSVR,Male,51,Yes,No,67,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,111.05,10462.68,No,Yes,Yes,Yes,Yes,Yes,Yes,0,0
1596,2324-AALNO,Female,63,No,No,48,Yes,No,No,No,One Year,No,Bank Withdrawal,24.55,2308.39,Yes,No,No,No,No,No,No,0,0
1597,2324-EFHVG,Male,37,No,No,64,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,104.4,9625.13,Yes,No,Yes,Yes,No,Yes,Yes,0,0
1598,2325-NBPZG,Female,20,No,No,3,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.55,263.95,No,Yes,No,No,No,No,No,0,0
1599,2325-WINES,Female,44,No,No,32,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,104.05,3871.57,Yes,No,Yes,Yes,No,Yes,Yes,0,0
1600,2325-ZUSFD,Female,46,Yes,No,57,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,70.1,6002.35,No,Yes,No,No,No,Yes,Yes,1,2
1601,2330-PQGDQ,Male,36,Yes,Yes,51,Yes,Yes,No,Yes,One Year,No,Bank Withdrawal,84.2,4744.57,Yes,No,Yes,No,Yes,No,No,0,0
1602,2332-EFBJY,Male,35,No,No,16,Yes,No,No,No,Month-to-Month,Yes,Credit Card,19.7,434.24,No,No,No,No,No,No,No,1,4
1603,2332-TODQS,Female,44,No,No,48,Yes,No,No,No,One Year,No,Credit Card,25.05,2833.2,Yes,No,No,No,No,No,No,0,0
1604,2333-KWEWW,Male,64,No,No,18,Yes,No,No,No,Two Year,No,Credit Card,20.05,861.28,No,No,No,No,No,No,No,0,0
1605,2335-GSODA,Male,36,No,Yes,23,No,Yes,No,Yes,Two Year,No,Credit Card,40.1,857.75,No,Yes,No,Yes,Yes,No,No,0,0
1606,2338-BQEZT,Female,38,No,No,55,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,50.55,3031.85,No,Yes,No,No,No,No,No,0,0
1607,2342-CKIAO,Female,39,No,No,2,Yes,No,No,No,Month-to-Month,No,Credit Card,20.3,66.56,No,No,No,No,No,No,No,0,0
1608,2344-JMOGN,Male,54,Yes,No,9,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,94.85,1047.83,No,No,Yes,Yes,Yes,Yes,No,1,5
1609,2346-CZYIL,Male,42,No,No,27,Yes,No,No,No,Two Year,No,Credit Card,20.35,1605.39,No,No,No,No,No,No,No,0,0
1610,2346-DJQTB,Female,54,No,No,35,No,Yes,No,No,Month-to-Month,No,Bank Withdrawal,24.15,852.5,No,No,No,No,No,No,No,0,0
1611,2346-LOCWC,Female,52,Yes,Yes,58,Yes,No,No,No,Two Year,No,Credit Card,20.5,2654.36,No,No,No,No,No,No,No,0,0
1612,2347-WKKAE,Male,52,Yes,No,42,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.4,5743.32,Yes,Yes,No,Yes,No,No,Yes,0,0
1613,2348-KCJLT,Female,60,Yes,No,44,Yes,Yes,No,No,One Year,Yes,Credit Card,61.5,4846.48,No,Yes,Yes,Yes,No,No,No,0,0
1614,2351-BKRZW,Female,30,Yes,Yes,43,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,75.2,4543.49,No,Yes,No,Yes,No,Yes,Yes,0,0
1615,2351-RRBUE,Female,20,Yes,No,7,Yes,No,No,No,One Year,No,Mailed Check,-2.0,425.53,No,No,No,No,No,No,No,0,0
1616,2357-COQEK,Female,79,No,No,28,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,103.3,3678.57,Yes,No,No,Yes,Yes,Yes,Yes,1,1
1617,2359-KLTEK,Female,25,Yes,Yes,41,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.9,5618.79,No,No,No,Yes,No,Yes,Yes,0,0
1618,2359-KMGLI,Male,52,No,No,24,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.25,3044.7,Yes,No,Yes,No,No,No,No,1,1
1619,2359-QWQUL,Female,35,Yes,No,39,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,104.7,4505.74,No,Yes,No,Yes,Yes,Yes,Yes,1,1
1620,2360-RDGRO,Male,48,Yes,No,65,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,104.25,9490.95,Yes,Yes,No,Yes,No,Yes,Yes,0,0
1621,2361-FJWNO,Male,55,No,No,40,No,Yes,No,No,One Year,No,Credit Card,36.0,1512.9,No,No,Yes,No,Yes,No,No,0,0
1622,2361-UPSND,Female,45,Yes,No,46,Yes,Yes,Yes,Yes,One Year,No,Credit Card,70.6,5289.55,No,Yes,Yes,No,Yes,No,Yes,0,0
1623,2362-IBOOY,Male,22,No,No,36,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,84.75,4633.07,Yes,No,No,No,No,No,Yes,1,1
1624,2363-BJLSL,Male,49,No,No,62,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,80.4,8001.79,No,No,Yes,Yes,Yes,Yes,Yes,0,0
1625,2364-UFROM,Male,47,No,No,30,Yes,Yes,No,Yes,One Year,No,Bank Withdrawal,70.4,3017.05,No,Yes,Yes,No,Yes,Yes,No,0,0
1626,2368-GAKKQ,Female,28,No,No,70,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,113.65,9151.65,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,0
1627,2369-FEVNO,Male,36,No,No,1,Yes,No,No,No,Month-to-Month,Yes,Credit Card,19.9,27.66,No,No,No,No,No,No,No,0,0
1628,2369-UAPKZ,Male,43,No,No,5,Yes,Yes,Yes,Yes,Month-to-Month,No,Mailed Check,104.1,736.35,Yes,No,Yes,Yes,No,Yes,Yes,1,5
1629,2371-JQHZZ,Male,54,Yes,No,24,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,93.0,3413.89,Yes,No,No,No,No,Yes,Yes,0,0
1630,2371-JUNGC,Male,46,No,No,11,Yes,No,No,No,Month-to-Month,No,Credit Card,20.25,522.82,No,No,No,No,No,No,No,0,0
1631,2371-KFUOG,Male,54,No,No,58,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,99.15,7615.81,No,Yes,Yes,No,No,Yes,Yes,0,0
1632,2372-HWUHI,Male,45,No,No,2,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,44.35,174.93,No,No,No,No,No,No,No,1,5
1633,2373-NTKOD,Male,40,No,No,8,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,66.25,752.21,No,No,No,No,No,Yes,Yes,0,0
1634,2378-HTWFW,Male,78,No,No,35,Yes,Yes,No,No,Month-to-Month,No,Credit Card,91.0,4137.15,Yes,Yes,No,No,No,No,Yes,0,0
1635,2378-VTKDH,Male,76,Yes,No,65,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,104.35,7136.9,Yes,No,Yes,Yes,No,Yes,Yes,0,0
1636,2378-YIZKA,Female,61,Yes,Yes,68,Yes,Yes,Yes,No,Two Year,Yes,Credit Card,85.0,6164.79,No,Yes,Yes,Yes,Yes,Yes,Yes,0,0
1637,2379-ENZGV,Male,61,No,No,6,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.85,759.42,No,No,Yes,No,No,Yes,No,1,1
1638,2379-GYFLQ,Male,31,No,No,46,Yes,Yes,No,Yes,One Year,Yes,Credit Card,94.9,5416.85,Yes,No,Yes,Yes,No,Yes,No,0,0
1639,2380-DAMQP,Female,63,Yes,No,72,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,115.15,11272.18,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,0
1640,2382-BCKQJ,Female,41,No,No,62,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,100.15,8433.61,Yes,No,No,Yes,No,Yes,Yes,1,1
1641,2384-OVPSA,Female,65,No,No,38,Yes,No,No,No,Two Year,No,Mailed Check,20.2,891.32,No,No,No,No,No,No,No,0,0
1642,2386-LAHRK,Male,22,No,No,1,Yes,Yes,No,Yes,Month-to-Month,Yes,Mailed Check,53.5,68.08,No,No,No,No,No,Yes,No,1,2
1643,2386-OWURY,Female,20,No,No,58,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.3,7879.6,No,No,No,No,Yes,Yes,Yes,0,0
1644,2387-KDZQY,Male,46,No,No,17,Yes,No,No,No,One Year,Yes,Credit Card,20.1,816.7,No,No,No,No,No,No,No,0,0
1645,2388-LAESQ,Female,74,Yes,No,72,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,114.85,10385.79,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,0
1646,2391-IPLOP,Male,25,Yes,No,50,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,69.65,4158.15,Yes,No,No,Yes,Yes,Yes,No,0,0
1647,2391-SOORI,Male,40,No,Yes,4,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,49.35,323.81,No,Yes,No,No,No,No,No,1,2
1648,2393-DIVAI,Female,40,No,No,3,Yes,No,No,No,Month-to-Month,Yes,Credit Card,20.0,107.81,No,No,No,No,No,No,No,0,0
1649,2397-BRLOM,Male,67,Yes,No,8,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,80.45,799.37,No,No,No,No,No,Yes,No,1,5
1650,2398-YPMUR,Female,77,Yes,No,13,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,70.15,1498.93,No,No,No,No,No,No,No,1,2
1651,2400-FEQME,Male,57,Yes,Yes,55,Yes,No,No,No,Two Year,No,Credit Card,20.5,3423.82,No,No,No,No,No,No,No,0,0
1652,2400-XIWIO,Female,30,Yes,No,71,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,90.1,7896.33,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,0
1653,2402-TAIRZ,Female,48,No,No,37,Yes,Yes,No,Yes,One Year,No,Bank Withdrawal,80.05,3374.67,No,No,Yes,Yes,No,No,No,0,0
1654,2403-BCASL,Male,66,Yes,No,41,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,111.95,6381.54,Yes,No,Yes,Yes,Yes,Yes,Yes,1,5
1655,2404-JIBFC,Female,37,Yes,Yes,55,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,85.1,5119.4,Yes,Yes,No,Yes,Yes,Yes,Yes,0,0
1656,2405-LBMUW,Female,25,Yes,Yes,61,No,Yes,Yes,No,One Year,Yes,Bank Withdrawal,50.7,3108.75,No,Yes,Yes,No,Yes,No,Yes,0,0
1657,2408-PSJVE,Male,41,Yes,Yes,44,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,-7.0,4581.97,No,No,Yes,Yes,Yes,No,No,0,0
1658,2408-TZMJL,Male,43,Yes,No,59,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,110.15,7787.94,Yes,Yes,Yes,Yes,No,Yes,Yes,1,2
1659,2408-WITXK,Female,67,No,No,10,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,34.7,329.8,No,No,No,No,No,No,Yes,1,5
1660,2410-CIYFZ,Male,42,No,Yes,2,Yes,No,No,No,Month-to-Month,No,Mailed Check,20.4,141.96,No,No,No,No,No,No,No,0,0
1661,2418-TPEUN,Female,58,Yes,Yes,56,Yes,No,No,No,Two Year,Yes,Credit Card,19.8,3839.26,No,No,No,No,No,No,No,0,0
1662,2419-FSORS,Male,29,Yes,No,72,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,108.4,8488.46,Yes,No,Yes,Yes,Yes,Yes,Yes,0,0
1663,2424-WVHPL,Male,79,No,No,1,Yes,Yes,No,Yes,One Year,No,Bank Withdrawal,74.7,102.35,No,No,No,No,Yes,No,No,0,0
1664,2428-HYUNX,Male,74,Yes,No,44,Yes,No,No,No,Two Year,Yes,Credit Card,19.35,930.41,No,No,No,No,No,No,No,0,0
1665,2428-ZMCTB,Male,24,No,No,10,Yes,No,No,No,Month-to-Month,No,Credit Card,19.75,411.15,No,No,No,No,No,No,No,0,0
1666,2429-AYKKO,Male,52,No,No,72,Yes,No,No,No,Two Year,No,Bank Withdrawal,19.85,1681.06,No,No,No,No,No,No,No,0,0
1667,2430-RRYUW,Male,32,No,No,66,Yes,Yes,No,Yes,One Year,Yes,Mailed Check,54.8,4228.66,No,Yes,Yes,No,No,No,No,0,0
1668,2430-USGXP,Male,44,Yes,No,24,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,-1.0,3222.68,Yes,No,No,Yes,No,Yes,Yes,1,4
1669,2432-TFSMK,Male,43,No,No,18,Yes,Yes,No,Yes,One Year,Yes,Credit Card,89.6,2259.04,Yes,No,No,Yes,No,Yes,No,0,0
1670,2433-KMEAS,Male,62,No,No,22,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,54.45,1287.51,Yes,Yes,No,No,No,No,No,1,5
1671,2434-EEVDB,Female,45,Yes,No,64,Yes,Yes,No,Yes,Two Year,Yes,Credit Card,94.6,6029.98,Yes,Yes,No,Yes,No,Yes,No,0,0
1672,2436-QBZFP,Female,53,Yes,Yes,22,No,Yes,No,No,Month-to-Month,No,Bank Withdrawal,39.2,899.9,No,No,Yes,No,No,Yes,No,0,0
1673,2439-LYPMQ,Male,79,Yes,No,38,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,102.6,4143.89,Yes,No,Yes,Yes,No,Yes,Yes,0,0
1674,2439-QKJUL,Male,31,No,No,5,Yes,No,No,No,Month-to-Month,No,Credit Card,20.25,148.95,No,No,No,No,No,No,No,0,0
1675,2446-BEGGB,Female,79,No,No,6,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,98.25,844.7,Yes,No,Yes,No,No,Yes,Yes,1,3
1676,2446-PLQVO,Male,32,No,No,1,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.3,75.97,No,No,No,No,No,No,No,1,5
1677,2446-ZKVAF,Male,19,Yes,No,18,Yes,Yes,No,Yes,Month-to-Month,No,Credit Card,56.8,1097.69,Yes,No,Yes,No,No,No,No,0,0
1678,2450-ZKEED,Female,33,No,No,11,Yes,Yes,No,Yes,One Year,No,Bank Withdrawal,53.8,733.17,No,No,No,Yes,Yes,No,No,0,0
1679,2451-YMUXS,Male,79,No,No,67,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,64.55,6185.06,Yes,Yes,Yes,No,Yes,No,No,0,0
1680,2452-KDRRH,Male,76,No,No,67,Yes,Yes,No,Yes,Two Year,Yes,Credit Card,101.4,9444.0,Yes,No,No,Yes,No,Yes,Yes,0,0
1681,2452-MRMZF,Female,70,Yes,No,72,Yes,No,No,No,Two Year,Yes,Credit Card,25.7,2547.96,Yes,No,No,No,No,No,No,0,0
1682,2452-SNHFZ,Female,19,No,No,47,Yes,Yes,No,Yes,Month-to-Month,No,Credit Card,75.45,5802.51,No,Yes,No,No,No,No,No,0,0
1683,2453-SAFNS,Female,68,No,No,54,Yes,Yes,No,Yes,One Year,No,Credit Card,72.1,6339.27,Yes,No,Yes,No,Yes,Yes,No,0,0
1684,2454-RPBRZ,Female,67,Yes,No,12,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,98.1,1378.7,Yes,No,Yes,Yes,No,Yes,No,1,2
1685,2455-USLMV,Female,30,No,No,31,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,84.75,3363.91,Yes,Yes,No,Yes,No,No,No,0,0
1686,2458-EOMRE,Female,19,No,No,11,Yes,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,64.05,1274.51,No,Yes,No,Yes,No,No,Yes,0,0
1687,2460-FPSYH,Female,72,No,No,40,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,55.8,2189.35,No,Yes,Yes,No,No,Yes,Yes,1,3
1688,2460-NGXBJ,Male,65,Yes,Yes,11,Yes,Yes,No,Yes,One Year,Yes,Credit Card,75.2,1090.34,Yes,No,No,No,No,No,No,0,0
1689,2462-XIIJB,Male,33,No,No,5,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,92.5,468.95,Yes,No,No,Yes,No,Yes,No,1,1
1690,2465-BLLEU,Male,31,No,No,1,Yes,No,No,No,Month-to-Month,Yes,Credit Card,19.75,29.97,No,No,No,No,No,No,No,0,0
1691,2466-FCCPT,Female,50,Yes,Yes,20,Yes,No,No,No,One Year,No,Bank Withdrawal,-4.0,541.8,No,No,No,No,No,No,No,0,0
1692,2466-NEJOJ,Male,58,Yes,Yes,8,Yes,No,No,No,Month-to-Month,No,Credit Card,19.65,379.11,No,No,No,No,No,No,No,0,0
1693,2468-SJFLM,Male,37,No,No,1,Yes,Yes,No,Yes,Month-to-Month,Yes,Mailed Check,74.3,113.85,No,No,No,No,Yes,No,No,0,0
1694,2469-DTSGX,Female,72,No,No,72,Yes,Yes,No,Yes,Two Year,No,Bank Withdrawal,111.65,11169.77,Yes,No,Yes,Yes,Yes,Yes,Yes,0,0
1695,2472-OVKUP,Male,39,Yes,Yes,6,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,91.0,783.48,No,No,Yes,Yes,No,No,Yes,1,2
1696,2474-BRUCM,Male,76,Yes,No,40,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,101.85,4200.3,Yes,Yes,No,No,No,Yes,Yes,1,5
1697,2474-LCNUE,Female,20,Yes,No,23,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,73.65,1976.94,Yes,No,No,No,Yes,Yes,Yes,0,0
1698,2475-MROZF,Male,36,No,No,30,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,95.0,2938.5,Yes,Yes,Yes,Yes,Yes,No,No,0,0
1699,2476-YGEFM,Female,24,No,No,29,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,76.0,2418.54,Yes,No,No,No,No,No,No,0,0
1700,2478-EEWWM,Male,21,Yes,No,59,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,44.3,2686.75,No,No,No,No,No,Yes,Yes,0,0
1701,2479-BRAMR,Male,74,Yes,No,41,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,83.75,5152.99,Yes,Yes,No,Yes,No,No,No,1,1
1702,2480-EJWYP,Female,66,Yes,No,58,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,97.8,8090.26,Yes,No,Yes,No,No,Yes,Yes,0,0
1703,2480-JZOSN,Female,64,Yes,No,1,Yes,No,No,No,Month-to-Month,Yes,Credit Card,20.65,55.89,No,No,No,No,No,No,No,0,0
1704,2480-SQIOB,Male,40,Yes,Yes,4,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,44.8,273.25,No,No,No,No,No,No,No,0,0
1705,2481-SBOYW,Female,62,No,Yes,61,Yes,No,No,No,Two Year,Yes,Credit Card,25.0,3453.4,Yes,No,No,No,No,No,No,0,0
1706,2482-CZGBB,Male,41,No,No,10,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.0,1012.8,No,No,No,No,No,No,No,1,1
1707,2483-XSSMZ,Female,22,No,No,39,Yes,Yes,No,No,One Year,Yes,Bank Withdrawal,47.85,2944.27,No,Yes,No,No,No,No,No,0,0
1708,2484-DGXPZ,Female,45,Yes,No,31,Yes,No,No,No,Month-to-Month,Yes,Credit Card,19.55,1591.12,No,No,No,No,No,No,No,1,3
1709,2485-ITVKB,Female,36,Yes,No,2,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,35.1,78.75,No,No,No,No,No,No,Yes,1,3
1710,2486-WYVVE,Male,47,Yes,No,31,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,79.3,2580.72,Yes,No,No,Yes,Yes,Yes,Yes,0,0
1711,2495-INZWQ,Male,44,No,No,4,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,44.55,184.3,No,No,No,No,No,Yes,Yes,1,3
1712,2495-KZNFB,Female,26,No,No,33,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,90.65,3542.68,Yes,Yes,No,No,No,No,Yes,0,0
1713,2495-TTHBQ,Female,52,No,Yes,4,Yes,No,No,No,One Year,Yes,Credit Card,20.4,213.35,No,No,No,No,No,No,No,0,0
1714,2498-XLDZR,Female,26,Yes,Yes,32,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,73.6,2936.51,No,Yes,Yes,Yes,Yes,No,Yes,0,0
1715,2499-AJYUA,Female,69,Yes,No,72,Yes,Yes,No,Yes,Two Year,Yes,Credit Card,110.8,9023.45,Yes,No,Yes,Yes,Yes,Yes,Yes,0,0
1716,2501-XWWTZ,Male,51,No,No,11,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,70.2,771.16,No,No,No,No,No,No,No,0,0
1717,2504-DSHIH,Male,66,Yes,No,23,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,86.8,2955.42,Yes,No,No,No,No,No,Yes,0,0
1718,2506-CLAKW,Female,20,No,No,6,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,98.15,689.01,No,Yes,Yes,Yes,Yes,No,Yes,1,3
1719,2506-TNFCO,Female,76,Yes,No,1,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.55,82.01,No,No,No,No,No,No,No,1,2
1720,2507-QZPQS,Male,24,No,No,15,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,95.7,1600.65,Yes,No,Yes,No,Yes,No,Yes,0,0
1721,2509-TFPJU,Male,62,Yes,No,72,Yes,No,No,No,Two Year,No,Credit Card,25.75,4747.08,Yes,No,No,No,No,No,No,0,0
1722,2511-ALLCS,Female,38,Yes,Yes,35,Yes,No,No,No,Two Year,No,Bank Withdrawal,24.3,1481.7,Yes,No,No,No,No,No,No,0,0
1723,2511-MORQY,Male,46,Yes,No,50,Yes,Yes,No,Yes,One Year,No,Bank Withdrawal,54.9,3130.6,Yes,No,No,Yes,No,No,No,0,0
1724,2514-GINMM,Male,60,No,No,1,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,79.5,128.47,No,No,No,No,No,Yes,No,1,3
1725,2516-VQRRV,Female,77,No,No,2,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,75.45,205.32,Yes,No,No,No,No,No,No,1,4
1726,2516-XSJKX,Female,20,Yes,Yes,41,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,78.45,4450.34,No,Yes,Yes,No,Yes,Yes,Yes,0,0
1727,2519-ERQOJ,Male,74,No,No,33,No,Yes,No,Yes,One Year,Yes,Bank Withdrawal,54.6,1803.7,No,No,No,Yes,Yes,Yes,Yes,0,0
1728,2519-FAKOD,Male,30,No,No,38,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.25,4965.41,Yes,No,No,Yes,No,Yes,Yes,1,1
1729,2519-LBNQL,Male,80,Yes,No,60,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,104.35,7675.22,Yes,No,Yes,Yes,No,Yes,Yes,0,0
1730,2519-TWKFS,Male,34,Yes,Yes,25,Yes,Yes,No,Yes,One Year,Yes,Credit Card,55.1,2643.6,Yes,No,No,No,Yes,No,No,0,0
1731,2520-SGTTA,Female,23,Yes,Yes,10,Yes,No,No,No,Two Year,No,Credit Card,20.0,400.5,No,No,No,No,No,No,No,0,0
1732,2521-NPUZR,Male,26,Yes,No,70,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,101.0,9959.0,No,Yes,Yes,Yes,Yes,No,Yes,0,0
1733,2522-AHJXR,Male,36,Yes,No,60,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,109.45,6848.25,Yes,Yes,No,Yes,Yes,Yes,Yes,0,0
1734,2522-WLNSF,Female,74,Yes,No,34,Yes,Yes,No,Yes,One Year,No,Bank Withdrawal,64.2,2525.52,No,No,No,Yes,Yes,Yes,No,0,0
1735,2523-EWWZL,Female,26,Yes,No,27,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,76.1,3134.35,No,No,Yes,No,No,No,No,0,0
1736,2525-GVKQU,Female,60,No,No,60,Yes,No,No,No,Two Year,No,Credit Card,20.6,3917.2,No,No,No,No,No,No,No,0,0
1737,2528-HFYZX,Male,66,Yes,No,17,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,76.45,1251.25,No,No,Yes,No,No,No,No,1,1
1738,2530-ENDWQ,Female,55,Yes,No,71,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,93.7,9462.27,Yes,No,No,No,No,Yes,Yes,1,1
1739,2530-FMFXO,Male,38,Yes,Yes,56,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,103.2,8234.71,Yes,No,No,Yes,Yes,Yes,Yes,0,0
1740,2533-QVMSK,Male,46,Yes,No,61,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,94.1,7281.64,Yes,No,Yes,No,Yes,Yes,No,1,1
1741,2533-TIBIX,Male,59,Yes,Yes,15,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,30.2,469.65,No,Yes,No,No,No,No,No,0,0
1742,2535-PBCGC,Female,21,Yes,No,70,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,64.55,4458.84,No,Yes,Yes,Yes,Yes,Yes,Yes,0,0
1743,2538-OIMXF,Female,29,No,Yes,1,No,Yes,No,No,Month-to-Month,No,Credit Card,24.7,94.7,No,No,No,No,No,No,No,0,0
1744,2541-YGPKE,Male,29,Yes,Yes,42,Yes,Yes,Yes,Yes,One Year,No,Credit Card,63.7,4651.25,No,Yes,No,No,Yes,No,Yes,0,0
